# Character compiler golden vectors.
# GENERATED by scripts/generate-character-vectors.mjs -- do not edit by hand.
# Tab-separated: seed, age, nominalHeightMeters, then role=x,y,z,scale per bone,
# then morph=value. Floats are fixed to 6 decimals.
seed	age	height	bones	morphs
42	0	0.506834	root=0.000000,0.950000,0.000000,0.280000 spine=0.000000,0.121143,0.000000,1.000000 chest=0.000000,0.141334,0.000000,1.000000 neck=0.000000,0.161524,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.879699 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.065904,0.000000,0.000000,1.000000 foreArmL=0.136877,0.000000,0.000000,1.000000 handL=0.126738,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.065904,0.000000,0.000000,1.000000 foreArmR=-0.136877,0.000000,0.000000,1.000000 handR=-0.126738,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.279825,0.000000,1.000000 footL=0.000000,-0.267105,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.279825,0.000000,1.000000 footR=0.000000,-0.267105,0.000000,1.000000	bodyMass=0.390847 cheekbone=-0.171948 eyeScale=-0.551500 jawWidth=-0.240194 noseSize=-0.608176
42	5	1.053892	root=0.000000,0.950000,0.000000,0.582222 spine=0.000000,0.121143,0.000000,1.000000 chest=0.000000,0.141334,0.000000,1.000000 neck=0.000000,0.161524,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.420217 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.077419,0.000000,0.000000,1.000000 foreArmL=0.160793,0.000000,0.000000,1.000000 handL=0.148883,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.077419,0.000000,0.000000,1.000000 foreArmR=-0.160793,0.000000,0.000000,1.000000 handR=-0.148883,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.328719,0.000000,1.000000 footL=0.000000,-0.313777,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.328719,0.000000,1.000000 footR=0.000000,-0.313777,0.000000,1.000000	bodyMass=0.390847 cheekbone=-0.171948 eyeScale=-0.551500 jawWidth=-0.240194 noseSize=-0.608176
42	12	1.448096	root=0.000000,0.950000,0.000000,0.800000 spine=0.000000,0.121143,0.000000,1.000000 chest=0.000000,0.141334,0.000000,1.000000 neck=0.000000,0.161524,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.127820 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.093541,0.000000,0.000000,1.000000 foreArmL=0.194276,0.000000,0.000000,1.000000 handL=0.179886,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.093541,0.000000,0.000000,1.000000 foreArmR=-0.194276,0.000000,0.000000,1.000000 handR=-0.179886,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.397170,0.000000,1.000000 footL=0.000000,-0.379117,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.397170,0.000000,1.000000 footR=0.000000,-0.379117,0.000000,1.000000	bodyMass=0.390847 cheekbone=-0.171948 eyeScale=-0.551500 jawWidth=-0.240194 noseSize=-0.608176
42	18	1.810121	root=0.000000,0.950000,0.000000,1.000000 spine=0.000000,0.121143,0.000000,1.000000 chest=0.000000,0.141334,0.000000,1.000000 neck=0.000000,0.161524,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.106296,0.000000,0.000000,1.000000 foreArmL=0.220769,0.000000,0.000000,1.000000 handL=0.204415,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.106296,0.000000,0.000000,1.000000 foreArmR=-0.220769,0.000000,0.000000,1.000000 handR=-0.204415,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.451330,0.000000,1.000000 footL=0.000000,-0.430815,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.451330,0.000000,1.000000 footR=0.000000,-0.430815,0.000000,1.000000	bodyMass=0.390847 cheekbone=-0.171948 eyeScale=-0.551500 jawWidth=-0.240194 noseSize=-0.608176
42	40	1.794804	root=0.000000,0.950000,0.000000,0.991538 spine=0.000000,0.121143,0.000000,1.000000 chest=0.000000,0.141334,0.000000,1.000000 neck=0.000000,0.161524,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.106296,0.000000,0.000000,1.000000 foreArmL=0.220769,0.000000,0.000000,1.000000 handL=0.204415,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.106296,0.000000,0.000000,1.000000 foreArmR=-0.220769,0.000000,0.000000,1.000000 handR=-0.204415,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.451330,0.000000,1.000000 footL=0.000000,-0.430815,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.451330,0.000000,1.000000 footR=0.000000,-0.430815,0.000000,1.000000	bodyMass=0.390847 cheekbone=-0.171948 eyeScale=-0.551500 jawWidth=-0.240194 noseSize=-0.608176
1000	0	0.471598	root=0.000000,0.950000,0.000000,0.280000 spine=0.000000,0.109172,0.000000,1.000000 chest=0.000000,0.127367,0.000000,1.000000 neck=0.000000,0.145562,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.879699 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.070809,0.000000,0.000000,1.000000 foreArmL=0.147065,0.000000,0.000000,1.000000 handL=0.136171,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.070809,0.000000,0.000000,1.000000 foreArmR=-0.147065,0.000000,0.000000,1.000000 handR=-0.136171,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.265968,0.000000,1.000000 footL=0.000000,-0.253879,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.265968,0.000000,1.000000 footR=0.000000,-0.253879,0.000000,1.000000	bodyMass=0.345665 cheekbone=0.539264 eyeScale=0.454295 jawWidth=0.159496 noseSize=-0.553963
1000	5	0.980625	root=0.000000,0.950000,0.000000,0.582222 spine=0.000000,0.109172,0.000000,1.000000 chest=0.000000,0.127367,0.000000,1.000000 neck=0.000000,0.145562,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.420217 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.083181,0.000000,0.000000,1.000000 foreArmL=0.172761,0.000000,0.000000,1.000000 handL=0.159964,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.083181,0.000000,0.000000,1.000000 foreArmR=-0.172761,0.000000,0.000000,1.000000 handR=-0.159964,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.312441,0.000000,1.000000 footL=0.000000,-0.298239,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.312441,0.000000,1.000000 footR=0.000000,-0.298239,0.000000,1.000000	bodyMass=0.345665 cheekbone=0.539264 eyeScale=0.454295 jawWidth=0.159496 noseSize=-0.553963
1000	12	1.347424	root=0.000000,0.950000,0.000000,0.800000 spine=0.000000,0.109172,0.000000,1.000000 chest=0.000000,0.127367,0.000000,1.000000 neck=0.000000,0.145562,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.127820 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.100503,0.000000,0.000000,1.000000 foreArmL=0.208737,0.000000,0.000000,1.000000 handL=0.193275,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.100503,0.000000,0.000000,1.000000 foreArmR=-0.208737,0.000000,0.000000,1.000000 handR=-0.193275,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.377503,0.000000,1.000000 footL=0.000000,-0.360344,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.377503,0.000000,1.000000 footR=0.000000,-0.360344,0.000000,1.000000	bodyMass=0.345665 cheekbone=0.539264 eyeScale=0.454295 jawWidth=0.159496 noseSize=-0.553963
1000	18	1.684280	root=0.000000,0.950000,0.000000,1.000000 spine=0.000000,0.109172,0.000000,1.000000 chest=0.000000,0.127367,0.000000,1.000000 neck=0.000000,0.145562,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.114208,0.000000,0.000000,1.000000 foreArmL=0.237201,0.000000,0.000000,1.000000 handL=0.219631,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.114208,0.000000,0.000000,1.000000 foreArmR=-0.237201,0.000000,0.000000,1.000000 handR=-0.219631,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.428981,0.000000,1.000000 footL=0.000000,-0.409482,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.428981,0.000000,1.000000 footR=0.000000,-0.409482,0.000000,1.000000	bodyMass=0.345665 cheekbone=0.539264 eyeScale=0.454295 jawWidth=0.159496 noseSize=-0.553963
1000	40	1.670028	root=0.000000,0.950000,0.000000,0.991538 spine=0.000000,0.109172,0.000000,1.000000 chest=0.000000,0.127367,0.000000,1.000000 neck=0.000000,0.145562,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.114208,0.000000,0.000000,1.000000 foreArmL=0.237201,0.000000,0.000000,1.000000 handL=0.219631,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.114208,0.000000,0.000000,1.000000 foreArmR=-0.237201,0.000000,0.000000,1.000000 handR=-0.219631,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.428981,0.000000,1.000000 footL=0.000000,-0.409482,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.428981,0.000000,1.000000 footR=0.000000,-0.409482,0.000000,1.000000	bodyMass=0.345665 cheekbone=0.539264 eyeScale=0.454295 jawWidth=0.159496 noseSize=-0.553963
20260817	0	0.514882	root=0.000000,0.950000,0.000000,0.280000 spine=0.000000,0.140891,0.000000,1.000000 chest=0.000000,0.164373,0.000000,1.000000 neck=0.000000,0.187855,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.879699 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.083906,0.000000,0.000000,1.000000 foreArmL=0.174267,0.000000,0.000000,1.000000 handL=0.161358,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.083906,0.000000,0.000000,1.000000 foreArmR=-0.174267,0.000000,0.000000,1.000000 handR=-0.161358,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.250395,0.000000,1.000000 footL=0.000000,-0.239013,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.250395,0.000000,1.000000 footR=0.000000,-0.239013,0.000000,1.000000	bodyMass=0.649655 cheekbone=0.371853 eyeScale=-0.202176 jawWidth=-0.098775 noseSize=0.255307
20260817	5	1.070628	root=0.000000,0.950000,0.000000,0.582222 spine=0.000000,0.140891,0.000000,1.000000 chest=0.000000,0.164373,0.000000,1.000000 neck=0.000000,0.187855,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.420217 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.098567,0.000000,0.000000,1.000000 foreArmL=0.204717,0.000000,0.000000,1.000000 handL=0.189552,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.098567,0.000000,0.000000,1.000000 foreArmR=-0.204717,0.000000,0.000000,1.000000 handR=-0.189552,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.294146,0.000000,1.000000 footL=0.000000,-0.280776,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.294146,0.000000,1.000000 footR=0.000000,-0.280776,0.000000,1.000000	bodyMass=0.649655 cheekbone=0.371853 eyeScale=-0.202176 jawWidth=-0.098775 noseSize=0.255307
20260817	12	1.471092	root=0.000000,0.950000,0.000000,0.800000 spine=0.000000,0.140891,0.000000,1.000000 chest=0.000000,0.164373,0.000000,1.000000 neck=0.000000,0.187855,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.127820 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.119093,0.000000,0.000000,1.000000 foreArmL=0.247346,0.000000,0.000000,1.000000 handL=0.229024,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.119093,0.000000,0.000000,1.000000 foreArmR=-0.247346,0.000000,0.000000,1.000000 handR=-0.229024,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.355399,0.000000,1.000000 footL=0.000000,-0.339244,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.355399,0.000000,1.000000 footR=0.000000,-0.339244,0.000000,1.000000	bodyMass=0.649655 cheekbone=0.371853 eyeScale=-0.202176 jawWidth=-0.098775 noseSize=0.255307
20260817	18	1.838865	root=0.000000,0.950000,0.000000,1.000000 spine=0.000000,0.140891,0.000000,1.000000 chest=0.000000,0.164373,0.000000,1.000000 neck=0.000000,0.187855,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.135333,0.000000,0.000000,1.000000 foreArmL=0.281076,0.000000,0.000000,1.000000 handL=0.260255,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.135333,0.000000,0.000000,1.000000 foreArmR=-0.281076,0.000000,0.000000,1.000000 handR=-0.260255,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.403862,0.000000,1.000000 footL=0.000000,-0.385505,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.403862,0.000000,1.000000 footR=0.000000,-0.385505,0.000000,1.000000	bodyMass=0.649655 cheekbone=0.371853 eyeScale=-0.202176 jawWidth=-0.098775 noseSize=0.255307
20260817	40	1.823306	root=0.000000,0.950000,0.000000,0.991538 spine=0.000000,0.140891,0.000000,1.000000 chest=0.000000,0.164373,0.000000,1.000000 neck=0.000000,0.187855,0.000000,1.000000 head=0.000000,0.090000,0.000000,1.000000 shoulderL=0.050000,0.050000,0.000000,1.000000 upperArmL=0.135333,0.000000,0.000000,1.000000 foreArmL=0.281076,0.000000,0.000000,1.000000 handL=0.260255,0.000000,0.000000,1.000000 shoulderR=-0.050000,0.050000,0.000000,1.000000 upperArmR=-0.135333,0.000000,0.000000,1.000000 foreArmR=-0.281076,0.000000,0.000000,1.000000 handR=-0.260255,0.000000,0.000000,1.000000 upLegL=0.090000,-0.050000,0.000000,1.000000 legL=0.000000,-0.403862,0.000000,1.000000 footL=0.000000,-0.385505,0.000000,1.000000 upLegR=-0.090000,-0.050000,0.000000,1.000000 legR=0.000000,-0.403862,0.000000,1.000000 footR=0.000000,-0.385505,0.000000,1.000000	bodyMass=0.649655 cheekbone=0.371853 eyeScale=-0.202176 jawWidth=-0.098775 noseSize=0.255307
